age_min,age_max,landmark,max_fu_days,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
30,52,30,730,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,750,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,800,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,850,683,23,169,3,514,20,0.4461542209075931,0.13257321961050178,1.5014615275881356,0.1923867529976253
30,52,30,900,683,25,169,3,514,22,0.4056478977573178,0.1214101372015935,1.3553251873993568,0.14264906902459049
30,52,30,730,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,760,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,790,683,22,169,2,514,20,0.29750121008817815,0.0695348545892659,1.2728432456892367,0.10211243476071385
30,52,30,820,683,23,169,3,514,20,0.44615422090759305,0.13257321961050178,1.5014615275881353,0.1923867529976252
30,52,30,1095,683,27,169,5,514,22,0.6782667018695989,0.25684311928971965,1.7911545387600236,0.4332951879061009
30,52,30,1460,683,33,169,5,514,28,0.5369160826597635,0.2073107323026164,1.390564186507713,0.2002227139540126
30,52,30,1825,683,37,169,6,514,31,0.5840269251979208,0.2436495048700587,1.3999102913754897,0.22790609344327561
30,52,60,All,679,38,169,7,510,31,0.6860814753040694,0.3020926517025678,1.5581570359376182,0.36798333430416375
30,52,60,365,679,11,169,2,510,9,0.6651997187991,0.1437224438055856,3.078786125352573,0.602025260387943
30,52,60,400,679,11,169,2,510,9,0.6651997187991,0.1437224438055856,3.078786125352573,0.602025260387943
30,52,60,450,679,11,169,2,510,9,0.6651997187991,0.1437224438055856,3.078786125352573,0.6020252603879429
30,52,60,500,679,12,169,2,510,10,0.5980546101208606,0.1310358031031429,2.7295541235037906,0.506904885882189
30,52,60,550,679,12,169,2,510,10,0.5980546101208606,0.13103580310314294,2.7295541235037906,0.5069048858821887
30,52,60,600,679,14,169,2,510,12,0.49708158969812377,0.11124936058724666,2.2210474335538755,0.3600845196321478
30,52,60,650,679,17,169,2,510,15,0.39563455537984155,0.09047223670326138,1.7301075679602644,0.21802852670677797
30,52,60,700,679,18,169,2,510,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,60,730,679,18,169,2,510,16,0.3703139034603949,0.08514330704232993,1.610606774151934,0.18532865644497876
30,52,60,750,679,18,169,2,510,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497865
30,52,60,800,679,18,169,2,510,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497865
30,52,60,850,679,19,169,3,510,16,0.5554458756782022,0.16184114476808434,1.9063144990109229,0.3500190020340309
30,52,60,900,679,21,169,3,510,18,0.4939962361179085,0.14550917526983995,1.6770920517287933,0.2581111947096728
30,52,60,730,679,18,169,2,510,16,0.3703139034603949,0.08514330704232993,1.610606774151934,0.18532865644497876
30,52,60,760,679,18,169,2,510,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497865
30,52,60,790,679,18,169,2,510,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497865
30,52,60,820,679,19,169,3,510,16,0.5554458756782024,0.16184114476808437,1.906314499010923,0.350019002034031
30,52,60,1095,679,23,169,5,510,18,0.8267106180965691,0.3069228229298274,2.226782744761443,0.7065970372751273
30,52,60,1460,679,29,169,5,510,24,0.6256750053486796,0.23871231314061017,1.639920484903855,0.3401657096903168
30,52,60,1825,679,33,169,6,510,27,0.6701548201402722,0.27667550656642204,1.6232281943953808,0.3752086984209928
30,52,90,All,677,38,169,7,508,31,0.6860814753040694,0.3020926517025678,1.5581570359376185,0.36798333430416397
30,52,90,365,677,11,169,2,508,9,0.6651997187991,0.1437224438055856,3.0787861253525715,0.6020252603879429
30,52,90,400,677,11,169,2,508,9,0.6651997187991001,0.14372244380558566,3.078786125352573,0.602025260387943
30,52,90,450,677,11,169,2,508,9,0.6651997187991001,0.14372244380558563,3.078786125352572,0.6020252603879429
30,52,90,500,677,12,169,2,508,10,0.5980546101208606,0.1310358031031429,2.7295541235037906,0.506904885882189
30,52,90,550,677,12,169,2,508,10,0.5980546101208605,0.13103580310314294,2.7295541235037897,0.5069048858821887
30,52,90,600,677,14,169,2,508,12,0.4970815896981237,0.11124936058724666,2.221047433553875,0.3600845196321477
30,52,90,650,677,17,169,2,508,15,0.3956345553798415,0.09047223670326138,1.730107567960264,0.21802852670677786
30,52,90,700,677,18,169,2,508,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,90,730,677,18,169,2,508,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,90,750,677,18,169,2,508,16,0.3703139034603949,0.08514330704232993,1.610606774151934,0.18532865644497876
30,52,90,800,677,18,169,2,508,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,90,850,677,19,169,3,508,16,0.5554458756782022,0.16184114476808434,1.9063144990109229,0.3500190020340309
30,52,90,900,677,21,169,3,508,18,0.49399623611790844,0.14550917526983986,1.6770920517287935,0.2581111947096728
30,52,90,730,677,18,169,2,508,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,90,760,677,18,169,2,508,16,0.3703139034603949,0.08514330704232993,1.610606774151934,0.18532865644497876
30,52,90,790,677,18,169,2,508,16,0.37031390346039483,0.08514330704232993,1.6106067741519339,0.18532865644497853
30,52,90,820,677,19,169,3,508,16,0.5554458756782024,0.16184114476808437,1.906314499010923,0.350019002034031
30,52,90,1095,677,23,169,5,508,18,0.826710618096569,0.3069228229298273,2.226782744761443,0.7065970372751271
30,52,90,1460,677,29,169,5,508,24,0.6256750053486797,0.23871231314061017,1.6399204849038553,0.34016570969031723
30,52,90,1825,677,33,169,6,508,27,0.6701548201402723,0.27667550656642226,1.6232281943953804,0.3752086984209927
30,52,120,All,674,35,169,7,505,28,0.7604355900917382,0.3321425130793746,1.7410065375761712,0.5169716001505172
30,52,120,365,674,8,169,2,505,6,0.9969777367477296,0.20121904159386353,4.939714450965447,0.9970421659687974
30,52,120,400,674,8,169,2,505,6,0.9969777367477296,0.20121904159386353,4.939714450965447,0.9970421659687974
30,52,120,450,674,8,169,2,505,6,0.9969777367477297,0.20121904159386353,4.939714450965449,0.9970421659687975
30,52,120,500,674,9,169,2,505,7,0.8534422393746856,0.1772886280346136,4.1083495541895285,0.8433144334527543
30,52,120,550,674,9,169,2,505,7,0.8534422393746854,0.17728862803461357,4.108349554189529,0.8433144334527543
30,52,120,600,674,11,169,2,505,9,0.6617229200450109,0.14297038841797302,3.0627126900765256,0.597366240968563
30,52,120,650,674,14,169,2,505,12,0.49339002349094624,0.1104219101919286,2.2045780122556744,0.3549883805637264
30,52,120,700,674,15,169,2,505,13,0.45463515388246994,0.10259098511658007,2.0147298801240647,0.299372579187859
30,52,120,730,674,15,169,2,505,13,0.45463515388247006,0.10259098511658013,2.014729880124065,0.2993725791878593
30,52,120,750,674,15,169,2,505,13,0.45463515388247006,0.10259098511658013,2.014729880124065,0.2993725791878593
30,52,120,800,674,15,169,2,505,13,0.45463515388247017,0.10259098511658017,2.0147298801240656,0.2993725791878594
30,52,120,850,674,16,169,3,505,13,0.6820224953999992,0.19434576070600618,2.393438799703474,0.5501938896551614
30,52,120,900,674,18,169,3,505,15,0.5916120040547644,0.17126668327481867,2.043624344497105,0.4065751955781828
30,52,120,730,674,15,169,2,505,13,0.45463515388247006,0.10259098511658013,2.014729880124065,0.2993725791878593
30,52,120,760,674,15,169,2,505,13,0.45463515388247006,0.10259098511658013,2.014729880124065,0.2993725791878593
30,52,120,790,674,15,169,2,505,13,0.45463515388247017,0.10259098511658017,2.0147298801240656,0.2993725791878594
30,52,120,820,674,16,169,3,505,13,0.6820224953999989,0.19434576070600607,2.393438799703473,0.5501938896551608
30,52,120,1095,674,20,169,5,505,15,0.9908819626901565,0.3601133669049011,2.7264943604383993,0.9858483856784396
30,52,120,1460,674,26,169,5,505,21,0.7151565260994867,0.2696501924365888,1.896712374655392,0.5005106760039872
30,52,120,1825,674,30,169,6,505,24,0.7543291255288816,0.30832689295563953,1.8454842656330785,0.5368177838271877
30,52,150,All,673,34,168,6,505,28,0.6521266347428936,0.27000026046854453,1.5750693980928063,0.3419928107626631
30,52,150,365,673,7,168,1,505,6,0.49855438767188776,0.060019510805794984,4.141261302031345,0.5193096615086986
30,52,150,400,673,7,168,1,505,6,0.4985543876718877,0.060019510805794984,4.141261302031345,0.5193096615086985
30,52,150,450,673,7,168,1,505,6,0.49855438767188776,0.060019510805794984,4.141261302031345,0.5193096615086986
30,52,150,500,673,8,168,1,505,7,0.4267002403398367,0.05249673948572123,3.46827435169754,0.42564464985846207
30,52,150,550,673,8,168,1,505,7,0.4267002403398367,0.05249673948572123,3.46827435169754,0.42564464985846207
30,52,150,600,673,10,168,1,505,9,0.33074436023834447,0.04190135955004544,2.610698865243697,0.2938886475456276
30,52,150,650,673,13,168,1,505,12,0.24651510547321653,0.032052555458344435,1.8959392272309612,0.17850046749623838
30,52,150,700,673,14,168,1,505,13,0.22713484267629352,0.02971170254900071,1.7363608387133556,0.1532100428015577
30,52,150,730,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,750,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,800,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,850,673,15,168,2,505,13,0.45434408101925855,0.10252537901213693,2.013438486609229,0.2989798751481676
30,52,150,900,673,17,168,2,505,15,0.39417022840067234,0.09013725932007413,1.723706379908051,0.21619399033330267
30,52,150,730,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,760,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,790,673,14,168,1,505,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,150,820,673,15,168,2,505,13,0.4543440810192586,0.10252537901213693,2.013438486609229,0.2989798751481677
30,52,150,1095,673,19,168,4,505,15,0.7924758838599194,0.263004501424394,2.3878603715841606,0.6793758512829557
30,52,150,1460,673,25,168,4,505,21,0.5722301622217852,0.19641322285326263,1.667135001399583,0.3062262877475903
30,52,150,1825,673,29,168,5,505,24,0.6288050727441276,0.2399040208813619,1.6481416945665952,0.3453347018688079
30,52,180,All,672,34,168,6,504,28,0.6521266347428936,0.27000026046854453,1.5750693980928063,0.3419928107626631
30,52,180,365,672,7,168,1,504,6,0.49855438767188764,0.060019510805794984,4.141261302031345,0.5193096615086985
30,52,180,400,672,7,168,1,504,6,0.4985543876718877,0.060019510805794984,4.141261302031345,0.5193096615086985
30,52,180,450,672,7,168,1,504,6,0.4985543876718879,0.060019510805795005,4.141261302031347,0.5193096615086988
30,52,180,500,672,8,168,1,504,7,0.42670024033983667,0.05249673948572121,3.4682743516975396,0.42564464985846195
30,52,180,550,672,8,168,1,504,7,0.4267002403398366,0.05249673948572121,3.4682743516975396,0.42564464985846195
30,52,180,600,672,10,168,1,504,9,0.33074436023834447,0.04190135955004544,2.610698865243697,0.2938886475456276
30,52,180,650,672,13,168,1,504,12,0.24651510547321653,0.032052555458344435,1.8959392272309612,0.17850046749623838
30,52,180,700,672,14,168,1,504,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,180,730,672,14,168,1,504,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,180,750,672,14,168,1,504,13,0.22713484267629358,0.02971170254900071,1.736360838713356,0.15321004280155778
30,52,180,800,672,14,168,1,504,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,180,850,672,15,168,2,504,13,0.45434408101925855,0.10252537901213693,2.013438486609229,0.2989798751481676
30,52,180,900,672,17,168,2,504,15,0.3941702284006724,0.09013725932007413,1.7237063799080512,0.21619399033330278
30,52,180,730,672,14,168,1,504,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,180,760,672,14,168,1,504,13,0.22713484267629358,0.02971170254900071,1.736360838713356,0.15321004280155778
30,52,180,790,672,14,168,1,504,13,0.2271348426762935,0.02971170254900071,1.7363608387133551,0.1532100428015576
30,52,180,820,672,15,168,2,504,13,0.45434408101925866,0.10252537901213693,2.0134384866092296,0.2989798751481677
30,52,180,1095,672,19,168,4,504,15,0.7924758838599193,0.263004501424394,2.38786037158416,0.6793758512829555
30,52,180,1460,672,25,168,4,504,21,0.5722301622217852,0.19641322285326263,1.667135001399583,0.3062262877475903
30,52,180,1825,672,29,168,5,504,24,0.6288050727441276,0.2399040208813619,1.6481416945665952,0.345334701868808
31,49,0,All,584,44,138,6,446,38,0.5118963116128685,0.2163748243963614,1.2110366100764605,0.12746532234369487
31,49,0,365,584,20,138,2,446,18,0.35201281974153453,0.08167616859744957,1.5171258322988403,0.161278869060402
31,49,0,400,584,20,138,2,446,18,0.35201281974153453,0.08167616859744957,1.5171258322988403,0.161278869060402
31,49,0,450,584,20,138,2,446,18,0.35201281974153453,0.08167616859744957,1.5171258322988403,0.161278869060402
31,49,0,500,584,21,138,2,446,19,0.33341987327459893,0.07766055162112273,1.4314707991877438,0.1395467480178424
31,49,0,550,584,21,138,2,446,19,0.333419873274599,0.07766055162112276,1.431470799187744,0.13954674801784245
31,49,0,600,584,23,138,2,446,21,0.3013889105481199,0.07066637915036432,1.2854100704396187,0.10507918763436891
31,49,0,650,584,25,138,2,446,23,0.27463147549156763,0.06474723566162932,1.1648751728156415,0.07960449173668374
31,49,0,700,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806225,0.06949250575206377
31,49,0,730,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806225,0.06949250575206377
31,49,0,750,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806225,0.06949250575206377
31,49,0,800,584,26,138,2,446,24,0.262905028206123,0.062132120842064556,1.1124528330806225,0.06949250575206377
31,49,0,850,584,26,138,2,446,24,0.262905028206123,0.062132120842064556,1.1124528330806225,0.06949250575206377
31,49,0,900,584,28,138,2,446,26,0.24259574966603117,0.057578062834596745,1.0221375096464869,0.05358690399413247
31,49,0,730,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806225,0.06949250575206377
31,49,0,760,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806225,0.06949250575206377
31,49,0,790,584,26,138,2,446,24,0.262905028206123,0.062132120842064556,1.1124528330806225,0.06949250575206377
31,49,0,820,584,26,138,2,446,24,0.26290502820612305,0.062132120842064584,1.1124528330806227,0.06949250575206381
31,49,0,1095,584,30,138,4,446,26,0.4869573954723285,0.16994365573650566,1.395330140319303,0.18032467949320152
31,49,0,1460,584,35,138,4,446,31,0.41243556111786556,0.1455799552165954,1.1684513284918066,0.09551715425726999
31,49,0,1825,584,39,138,5,446,34,0.4729427541809976,0.1849590699371752,1.2093207908554195,0.11800149229282914
31,49,30,All,578,38,138,6,440,32,0.6087474829322358,0.25450699114896563,1.456044473683759,0.2646119160664583
31,49,30,365,578,14,138,2,440,12,0.5248213619517562,0.11745790843402273,2.344988648555854,0.39861063987602763
31,49,30,400,578,14,138,2,440,12,0.5248213619517562,0.11745790843402273,2.344988648555854,0.39861063987602763
31,49,30,450,578,14,138,2,440,12,0.5248213619517562,0.11745790843402273,2.344988648555854,0.39861063987602763
31,49,30,500,578,15,138,2,440,13,0.4845129136325765,0.10933476526741313,2.1471008137490903,0.3400870976010072
31,49,30,550,578,15,138,2,440,13,0.48451291363257637,0.10933476526741313,2.1471008137490895,0.3400870976010071
31,49,30,600,578,17,138,2,440,15,0.4196758868928726,0.095970981951102,1.8352198389410848,0.248733625494715
31,49,30,650,578,19,138,2,440,17,0.3695432212657828,0.08537684083335434,1.599522669737158,0.18296813273563828
31,49,30,700,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,730,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,750,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,800,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,850,578,20,138,2,440,18,0.3486215744587704,0.08088945960569578,1.5025072830323871,0.15742858916256264
31,49,30,900,578,22,138,2,440,20,0.3137751723278215,0.07333929095720591,1.3424571942862562,0.11807717782606532
31,49,30,730,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,760,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,790,578,20,138,2,440,18,0.3486215744587706,0.08088945960569582,1.5025072830323882,0.15742858916256297
31,49,30,820,578,20,138,2,440,18,0.3486215744587704,0.08088945960569578,1.5025072830323871,0.15742858916256264
31,49,30,1095,578,24,138,4,440,20,0.6306663231469686,0.21555465175894553,1.8451933554025484,0.40000800563866634
31,49,30,1460,578,29,138,4,440,25,0.5108616966996354,0.17777888492122793,1.4680015192494191,0.21234010144932558
