outcome,age_group,landmark,max_fu,n,events,n_vax,events_vax,n_unvax,events_unvax,HR,CI_lower,CI_upper,p_value
HPV,All,90,2,809,335,219,93,590,242,1.0084143021186027,0.7939191472157308,1.2808601584728223,0.9452509170840392
HPV,All,90,3,809,374,219,103,590,271,1.0016721721396575,0.7983320075551132,1.2568043507509163,0.9884850560281262
HPV,All,90,4,809,404,219,112,590,292,1.0131967617606557,0.8148440696148315,1.2598332813878452,0.9061115470021143
HPV,All,90,5,809,422,219,118,590,304,1.0276725569101168,0.8308421767211349,1.271132970637156,0.8013206722462097
HPV,All,180,All,666,315,190,98,476,217,1.2115209595490035,0.9543624444290952,1.537972333251833,0.11496509006859995
HPV,All,180,2,666,195,190,64,476,131,1.2927942432780204,0.9587364209512335,1.743249676271349,0.09223584510473351
HPV,All,180,3,666,234,190,74,476,160,1.2306935824199665,0.9342677455933107,1.6211698423216288,0.13983560456633076
HPV,All,180,4,666,264,190,83,476,181,1.223204182144593,0.9432953789209085,1.5861717386208836,0.12859104607243887
HPV,All,180,5,666,282,190,89,476,193,1.2335206498691753,0.9595513197313852,1.5857131998730603,0.10146593259688005
HPV,All,270,All,557,211,149,59,408,152,1.0513110891282527,0.7782929869931238,1.4201014586988667,0.7442997290042264
HPV,All,270,2,557,91,149,25,408,66,1.0089070179189978,0.6367139518878467,1.5986666662292661,0.9698799927863572
HPV,All,270,3,557,130,149,35,408,95,0.989266719661355,0.671422060629856,1.4575759421897383,0.9564780295363374
HPV,All,270,4,557,160,149,44,408,116,1.020898055447688,0.721549896126095,1.4444362686662136,0.907008930179507
HPV,All,270,5,557,178,149,50,408,128,1.0550705527239086,0.7608809348079275,1.463006654919192,0.7478845610266003
HPV,All,365,All,507,170,138,51,369,119,1.167913178952449,0.8412404189367428,1.6214403907206731,0.35379512179171313
HPV,All,365,2,507,50,138,17,369,33,1.3816112319662066,0.7695923063455744,2.48033872032764,0.2789154151399006
HPV,All,365,3,507,89,138,27,369,62,1.1783038071059173,0.7498625018199582,1.8515392601584624,0.4767297949654409
HPV,All,365,4,507,119,138,36,369,83,1.175021535773357,0.7946381577572077,1.737489693960843,0.41899001165123306
HPV,All,365,5,507,137,138,42,369,95,1.202191654089523,0.8360610558011713,1.728659364210609,0.3203489074775475
HPV,<40,0,All,592,397,156,107,436,290,0.9746348032910456,0.7807123003609249,1.216726058174091,0.8204383285340653
HPV,<40,0,2,592,323,156,86,436,237,0.9389367313755163,0.7335637674720688,1.2018071565396748,0.6168546129796872
HPV,<40,0,3,592,350,156,95,436,255,0.9742860011145252,0.7696947853037065,1.2332592478110447,0.8285075811947946
HPV,<40,0,4,592,369,156,98,436,271,0.9513670707762929,0.7550163797679678,1.1987810166921409,0.6724988573158306
HPV,<40,0,5,592,379,156,101,436,278,0.9570022771988924,0.7620136144200383,1.201885820978295,0.7053751475387797
HPV,<40,90,All,494,300,140,91,354,209,1.1385907104469943,0.8899464365847124,1.4567043055886095,0.3018415501490046
HPV,<40,90,2,494,226,140,70,354,156,1.135550215104509,0.8564592383055143,1.50558746213666,0.3770720119825899
HPV,<40,90,3,494,253,140,79,354,174,1.1687044983272048,0.8956848804536531,1.5249450272270393,0.25078837392128095
HPV,<40,90,4,494,272,140,82,354,190,1.1211603609868053,0.8652072455797178,1.452831748081156,0.3870626983172334
HPV,<40,90,5,494,282,140,85,354,197,1.1232646691643695,0.8708500268702193,1.4488413366966253,0.3707254268507325
HPV,<40,180,All,399,208,118,69,281,139,1.3411642784120037,1.0046308062974578,1.7904304849236454,0.0464432393684791
HPV,<40,180,2,399,134,118,48,281,86,1.4513753684319082,1.019437036851238,2.0663271824979303,0.038752257791643034
HPV,<40,180,3,399,161,118,57,281,104,1.4577285713174468,1.0551393401861755,2.013926034887734,0.02228443228372953
HPV,<40,180,4,399,180,118,60,281,120,1.3440082463700982,0.9856477953757417,1.832660890416966,0.06167392916727631
HPV,<40,180,5,399,190,118,63,281,127,1.3352607046548595,0.9869789397689922,1.8064429518756442,0.06079230260157334
HPV,<40,270,All,318,132,86,39,232,93,1.1711924296260658,0.8055508805063634,1.7027995877196134,0.40790687929908354
HPV,<40,270,2,318,58,86,18,232,40,1.1995354712145005,0.6876802738539539,2.092375485249671,0.521568229824768
HPV,<40,270,3,318,85,86,27,232,58,1.2852389151341779,0.8139313207334122,2.0294575560587216,0.2816249182071995
HPV,<40,270,4,318,104,86,30,232,74,1.132458062970958,0.7408025788000199,1.7311781857796895,0.5656598298917741
HPV,<40,270,5,318,114,86,33,232,81,1.1368454873677865,0.75829717504463,1.7043682934364537,0.5347323660830469
HPV,<40,365,All,283,102,78,32,205,70,1.3060772415104547,0.8593106514152578,1.9851234916989535,0.21124804619784454
HPV,<40,365,2,283,28,78,11,205,17,1.7788917500414263,0.8332080981588257,3.797917789515101,0.13662943671224165
HPV,<40,365,3,283,55,78,20,205,35,1.634521744647358,0.9434657940214176,2.831752195633278,0.07969782961205199
HPV,<40,365,4,283,74,78,23,205,51,1.299793448295312,0.7943542543959583,2.126838244878687,0.29665037730109334
HPV,<40,365,5,283,84,78,26,205,58,1.2852949228025998,0.8091829137631612,2.0415446377871223,0.2877161728507557
HPV,<45,0,All,785,490,197,120,588,370,0.895292344711245,0.7286476482275781,1.100049364666599,0.29254167783059615
HPV,<45,0,2,785,395,197,95,588,300,0.8710190140640229,0.6915006893760217,1.0971415278640648,0.24091521763683066
HPV,<45,0,3,785,428,197,104,588,324,0.8844838469114836,0.7091435660351654,1.1031781333380146,0.2761907232181692
HPV,<45,0,4,785,448,197,108,588,340,0.8750369895241872,0.7046676422651211,1.0865969814851704,0.22694340008250402
HPV,<45,0,5,785,462,197,113,588,349,0.8923450245786315,0.7217407935931397,1.1032764809177709,0.2927384908587467
HPV,<45,90,All,671,378,180,103,491,275,1.018727547379275,0.8122700720502251,1.2776610286402654,0.8724280918951747
HPV,<45,90,2,671,283,180,78,491,205,1.0246601890882703,0.7894429581710103,1.3299611988874982,0.8547279465461053
HPV,<45,90,3,671,316,180,87,491,229,1.0278221396300904,0.8029690591517576,1.3156401715276038,0.8275349074802997
HPV,<45,90,4,671,336,180,91,491,245,1.005596057819836,0.7905161205072334,1.279193940857202,0.9637480665421507
HPV,<45,90,5,671,350,180,96,491,254,1.0245745837509057,0.8101154595915161,1.2958067461120395,0.8394408656593016
HPV,<45,180,All,546,256,153,76,393,180,1.1661481813311356,0.8918219228765275,1.5248577613293244,0.26130903630146696
HPV,<45,180,2,546,161,153,51,393,110,1.269589617623933,0.9108345724924495,1.7696493368359116,0.15889919133964292
HPV,<45,180,3,546,194,153,60,393,134,1.2318741689912842,0.9084964658235011,1.670357591157414,0.17949844555089167
HPV,<45,180,4,546,214,153,64,393,150,1.173334396141511,0.875619270597556,1.5722742193981667,0.2843970224016188
HPV,<45,180,5,546,228,153,69,393,159,1.1946157863781954,0.9005363972010447,1.5847298138082837,0.21743898329907074
HPV,<45,270,All,451,166,118,43,333,123,0.9773069312013473,0.6905424634736274,1.383157283289462,0.8969335678451806
HPV,<45,270,2,451,71,118,18,333,53,0.9463899539068643,0.5544280130925142,1.6154557917447507,0.8399398831597812
HPV,<45,270,3,451,104,118,27,333,77,0.9802872266482514,0.6323597200182508,1.5196462018516699,0.9290701705942421
HPV,<45,270,4,451,124,118,31,333,93,0.9287821976582524,0.6185472010995495,1.3946168847800828,0.7216701216900433
HPV,<45,270,5,451,138,118,36,333,102,0.9837641777968962,0.6727709166292389,1.438516341290878,0.9327113164731615
HPV,<45,365,All,410,134,108,36,302,98,1.031799471998357,0.7041267033967133,1.5119582104760403,0.8724269378308066
HPV,<45,365,2,410,39,108,11,302,28,1.109600115703124,0.5524138658654867,2.228786228671869,0.7700873067101304
HPV,<45,365,3,410,72,108,20,302,52,1.0846963784882635,0.6476422632661792,1.816691559892824,0.7573337769562719
HPV,<45,365,4,410,92,108,24,302,68,0.9890182780031218,0.6210019672298622,1.5751273036824345,0.9629063724569618
HPV,<45,365,5,410,106,108,29,302,77,1.0550753365248569,0.6883611106644376,1.6171511558352618,0.8056376324741477
HPV,30-45,0,All,574,332,136,75,438,257,0.8837667479635689,0.6832656859142172,1.1431038919524503,0.34659810835825566
HPV,30-45,0,2,574,257,136,60,438,197,0.9250589827900565,0.6928352928048651,1.235119126475546,0.5973715598419651
HPV,30-45,0,3,574,278,136,63,438,215,0.8916835333793285,0.6733508956327344,1.1808100781579933,0.42365620500581946
HPV,30-45,0,4,574,296,136,66,438,230,0.8718910410413991,0.6630971632338287,1.146429255919146,0.3263114658562961
HPV,30-45,0,5,574,308,136,71,438,237,0.9104345464021395,0.6983378298507792,1.1869485338630257,0.48803411209889924
HPV,30-45,90,All,510,270,129,68,381,202,1.0132806060104782,0.7697455602026487,1.3338662015103482,0.9250538420238054
HPV,30-45,90,2,510,195,129,53,381,142,1.1251204147594882,0.820638812072329,1.5425738206457018,0.4640274841186579
HPV,30-45,90,3,510,216,129,56,381,160,1.05840755816595,0.7806603080558966,1.4349731216289774,0.714715635072637
HPV,30-45,90,4,510,234,129,59,381,175,1.018057799714028,0.7578819518108274,1.3675502907572488,0.9053888439090697
HPV,30-45,90,5,510,246,129,64,381,182,1.062460933391016,0.7990706132604511,1.4126701899049532,0.6768030062268194
HPV,30-45,180,All,423,184,109,48,314,136,1.079286337684859,0.7765444400528412,1.5000545218428591,0.649630760000997
HPV,30-45,180,2,423,109,109,33,314,76,1.345927913621114,0.8943945395028673,2.0254170488019594,0.15422938336094227
HPV,30-45,180,3,423,130,109,36,314,94,1.1880572003397405,0.8090393041017085,1.7446370085150493,0.37938674275693895
HPV,30-45,180,4,423,148,109,39,314,109,1.1039459528088145,0.7657560635676764,1.5914946347862047,0.5961847932155926
HPV,30-45,180,5,423,160,109,44,314,116,1.1694447526015526,0.8264964380328198,1.654696821975898,0.3767420561310183
HPV,30-45,270,All,362,124,86,26,276,98,0.8139041308986845,0.5280865799778345,1.2544153921157168,0.3508324258683837
HPV,30-45,270,2,362,49,86,11,276,38,0.9204346772007104,0.4704847850129507,1.8006958396545292,0.8086644969918927
HPV,30-45,270,3,362,70,86,14,276,56,0.7900530127958615,0.4398435303727268,1.419104112998728,0.4303296412299442
HPV,30-45,270,4,362,88,86,17,276,71,0.7468906586354414,0.4399383776633573,1.2680086218432831,0.279828788856329
HPV,30-45,270,5,362,100,86,22,276,78,0.8776011519132614,0.5467498939599963,1.4086583104044186,0.5886503611488907
HPV,30-45,365,All,337,106,80,23,257,83,0.8469198041991972,0.533521835307832,1.3444119945549247,0.48098824163378096
HPV,30-45,365,2,337,31,80,8,257,23,1.114574933694963,0.4985527890172348,2.491766790172718,0.7915746737217292
HPV,30-45,365,3,337,52,80,11,257,41,0.8499615500339193,0.4368679887132244,1.6536680535096253,0.6321283660647383
HPV,30-45,365,4,337,70,80,14,257,56,0.7786705684194185,0.4334816109805566,1.3987395053531269,0.40253071883049174
HPV,30-45,365,5,337,82,80,19,257,63,0.9366739794565555,0.5607455559165403,1.5646279039286102,0.8026533860672648
HPV,30-50,0,All,654,385,160,95,494,290,0.9741783447024054,0.7726506764046536,1.2282697424186229,0.8249084918814986
HPV,30-50,0,2,654,296,160,74,494,222,0.9793201534166989,0.7527349226502019,1.2741111565695062,0.8763122702758916
HPV,30-50,0,3,654,319,160,78,494,241,0.9548605704268558,0.7396569853366619,1.232677750675071,0.7229626776142662
HPV,30-50,0,4,654,343,160,84,494,259,0.9586991996227932,0.7495154804009547,1.2262644059942664,0.736986736726105
HPV,30-50,0,5,654,358,160,90,494,268,0.9962646371854669,0.7845990001256359,1.2650324906702104,0.9755000222499153
HPV,30-50,90,All,580,313,150,85,430,228,1.106381155936618,0.8623602264074812,1.4194523642527623,0.42649746865266125
HPV,30-50,90,2,580,224,150,64,430,160,1.1672521098616737,0.8734498337145375,1.559880642695063,0.2958418965505806
HPV,30-50,90,3,580,247,150,68,430,179,1.115257219041163,0.8435043985486826,1.474560970593022,0.4439279482927063
HPV,30-50,90,4,580,271,150,74,430,197,1.105948319245438,0.846542024945169,1.4448446134981092,0.4602602100807882
HPV,30-50,90,5,580,286,150,80,430,206,1.148794896183849,0.8873100571050565,1.4873377157516043,0.2924907882485833
HPV,30-50,180,All,482,216,128,63,354,153,1.2506643689160164,0.9325503001552614,1.6772943651572234,0.13526182684092594
HPV,30-50,180,2,482,127,128,42,354,85,1.480205148521015,1.0226650886537743,2.142448496596613,0.03763595895300761
HPV,30-50,180,3,482,150,128,46,354,104,1.3329484467814123,0.9420032027362683,1.886141741998318,0.10466158117734124
HPV,30-50,180,4,482,174,128,52,354,122,1.285647112479466,0.9292253648493692,1.7787810797596206,0.12930144310423622
HPV,30-50,180,5,482,189,128,58,354,131,1.3425574056515257,0.9854840073635793,1.829010287332613,0.06185841779331552
HPV,30-50,270,All,413,148,100,36,313,112,0.9927069514007559,0.6818604527771555,1.4452621314899041,0.9695315442071275
HPV,30-50,270,2,413,59,100,15,313,44,1.047989568941661,0.5832414784338609,1.8830658950383148,0.8754250798348929
HPV,30-50,270,3,413,82,100,19,313,63,0.9306589066845716,0.5571766805624941,1.5544907581504133,0.7836569404604256
HPV,30-50,270,4,413,106,100,25,313,81,0.9487324267797773,0.6058780875029398,1.4856012062312425,0.8180765849709307
HPV,30-50,270,5,413,121,100,31,313,90,1.0650903560265443,0.7081191666141626,1.6020149149823373,0.7620550452790279
HPV,30-50,365,All,384,126,94,33,290,93,1.0987398668908903,0.7385271645837679,1.634644401707015,0.6422292589405905
HPV,30-50,365,2,384,37,94,12,290,25,1.4842441562929114,0.7456988405236522,2.9542498871832192,0.2608146750614756
HPV,30-50,365,3,384,60,94,16,290,44,1.1277926928345525,0.6363882340392163,1.9986484507075786,0.6803853109556691
HPV,30-50,365,4,384,84,94,22,290,62,1.0935437793245144,0.6723399759635906,1.7786209954056051,0.7185997165387314
HPV,30-50,365,5,384,99,94,28,290,71,1.2237584330254478,0.7901807994397265,1.8952430930525697,0.36557299043001446
HPV,35-44,0,All,365,194,90,43,275,151,0.8210472711551046,0.5850616377165456,1.1522181220123768,0.25409230082831347
HPV,35-44,0,2,365,150,90,34,275,116,0.8391249615140267,0.5725402643237335,1.229836126665456,0.36850105367009145
HPV,35-44,0,3,365,163,90,36,275,127,0.8105384017331321,0.5598010671753729,1.1735820797895795,0.2659749825178259
HPV,35-44,0,4,365,169,90,37,275,132,0.800771307781814,0.5560978706327245,1.1530968220342295,0.2323674445559829
HPV,35-44,0,5,365,177,90,40,275,137,0.8366043921383345,0.5881955719434407,1.189922097904629,0.3209230127621594
HPV,35-44,90,All,328,158,86,39,242,119,0.9399469335597468,0.6546466363267243,1.3495834071122141,0.7371921471174148
HPV,35-44,90,2,328,114,86,30,242,84,1.0127381402550324,0.6674758754943111,1.5365926745557164,0.9525482317679799
HPV,35-44,90,3,328,127,86,32,242,95,0.9546149349303291,0.6394887374650344,1.425028496364822,0.8202461425997623
HPV,35-44,90,4,328,133,86,33,242,100,0.9345274250916703,0.6305108344847914,1.3851332292522778,0.7359120195758004
HPV,35-44,90,5,328,141,86,36,242,105,0.9750657319545873,0.6677531876279962,1.423809274515658,0.8959926853965476
HPV,35-44,180,All,274,104,72,25,202,79,0.9220498346413278,0.5879865873598857,1.4459103589071114,0.7236672426984331
HPV,35-44,180,2,274,60,72,16,202,44,1.048824023081968,0.5918113310975542,1.8587542576343736,0.8703014400905984
HPV,35-44,180,3,274,73,72,18,202,55,0.9401196006123432,0.5521049627045621,1.6008276019218772,0.8201295572853772
HPV,35-44,180,4,274,79,72,19,202,60,0.9075693951805744,0.5417315486349631,1.5204619504696013,0.7125794953070108
HPV,35-44,180,5,274,87,72,22,202,65,0.9756898370880591,0.6016319881938684,1.5823139009858675,0.9205302606968662
HPV,35-44,270,All,239,70,60,14,179,56,0.7370519324147761,0.4102694529025658,1.3241189350876925,0.3073813952343516
HPV,35-44,270,2,239,26,60,5,179,21,0.6996635847461696,0.2638184599269255,1.8555529888069775,0.4729266644135588
HPV,35-44,270,3,239,39,60,7,179,32,0.633947385343665,0.27980400425471075,1.4363242886911014,0.27471175731220643
HPV,35-44,270,4,239,45,60,8,179,37,0.623338260239798,0.29027377525836656,1.3385659325680983,0.2254441014888845
HPV,35-44,270,5,239,53,60,11,179,42,0.7616284636818977,0.39210613170060665,1.47939006761916,0.42148028178091634
HPV,35-44,365,All,222,59,56,13,166,46,0.8348990625860969,0.4509797483986947,1.545649105491321,0.5658017171757301
HPV,35-44,365,2,222,15,56,4,166,11,1.0742609641528202,0.34205402682497793,3.3738431025489555,0.9023582918776151
HPV,35-44,365,3,222,28,56,6,166,22,0.788327761511134,0.3196197189414476,1.9443752144810669,0.6055964344439276
HPV,35-44,365,4,222,34,56,7,166,27,0.7445844466114659,0.3242264707492573,1.709934407436019,0.4868676576506189
HPV,35-44,365,5,222,42,56,10,166,32,0.9080291428924132,0.4463459595434696,1.8472597470922794,0.790033159555027
HPV,35-50,0,All,445,247,114,63,331,184,0.9688525355433276,0.7276942869976892,1.2899307475691584,0.8284593997985539
HPV,35-50,0,2,445,189,114,48,331,141,0.9388585707422862,0.6766066809147119,1.302758959850351,0.7058070954624527
HPV,35-50,0,3,445,204,114,51,331,153,0.9218385066575243,0.6714350229707601,1.2656269084634588,0.6147695650468237
HPV,35-50,0,4,445,216,114,55,331,161,0.9474713108894298,0.6975938762735837,1.2868545947591892,0.7297657264492052
HPV,35-50,0,5,445,227,114,59,331,168,0.9816500899808099,0.7296375740918487,1.3207062429024896,0.9026211701192837
HPV,35-50,90,All,398,201,107,56,291,145,1.093090020623859,0.8028905978403452,1.4881800788319397,0.571790194604519
HPV,35-50,90,2,398,143,107,41,291,102,1.0997161091574459,0.7653444940223458,1.5801714524454151,0.6072777181532378
HPV,35-50,90,3,398,158,107,44,291,114,1.0605167518501752,0.7488995061394567,1.5017980005790126,0.7406332154813122
HPV,35-50,90,4,398,170,107,48,291,122,1.0855223127150988,0.7772930736281259,1.5159773467453916,0.6301196456438788
HPV,35-50,90,5,398,181,107,52,291,129,1.1234775975083833,0.8141340791308075,1.55036122975072,0.47859292767864736
HPV,35-50,180,All,333,136,91,40,242,96,1.2109125980066886,0.8371811577676522,1.751483900953086,0.3095015492522952
HPV,35-50,180,2,333,78,91,25,242,53,1.3126293260707647,0.8158067337816766,2.112014618553139,0.2622660775485657
HPV,35-50,180,3,333,93,91,28,242,65,1.2042940598321548,0.773198194281604,1.8757469860551634,0.4109328883952158
HPV,35-50,180,4,333,105,91,32,242,73,1.23131470476891,0.8126010390013305,1.8657813975274349,0.3264260550481223
HPV,35-50,180,5,333,116,91,36,242,80,1.2821761498247422,0.8650769397811393,1.9003808835724114,0.21569003071967174
HPV,35-50,270,All,290,94,74,24,216,70,1.0244335977985655,0.6442070936038271,1.6290789199907658,0.918758540736576
HPV,35-50,270,2,290,36,74,9,216,27,0.9473597213588503,0.44552842901433665,2.0144403436581557,0.888271184221794
HPV,35-50,270,3,290,51,74,12,216,39,0.8764991856276606,0.45893111960832395,1.6740002793046982,0.689666593196232
HPV,35-50,270,4,290,63,74,16,216,47,0.9739595198372876,0.5522727445160527,1.7176244087745443,0.9273681780034095
HPV,35-50,270,5,290,74,74,20,216,54,1.0807023863159808,0.6468887229393642,1.8054382560299005,0.7669130694378409
HPV,35-50,365,All,269,79,70,23,199,56,1.240085328507393,0.7629652020703263,2.0155724242814697,0.3852302882223778
HPV,35-50,365,2,269,21,70,8,199,13,1.752745710037312,0.7264557032893183,4.228912389487703,0.21172784538702327
HPV,35-50,365,3,269,36,70,11,199,25,1.2561850844580775,0.6181060440503422,2.5529615534489514,0.5284587813136665
HPV,35-50,365,4,269,48,70,15,199,33,1.3044171058042036,0.7084929002890511,2.4015822674023046,0.39344546707879735
HPV,35-50,365,5,269,59,70,19,199,40,1.3966926176266015,0.8088110484385195,2.4118739128239435,0.2306420659319659
HPV,32-47,0,All,517,297,126,70,391,227,0.9072902462768684,0.6939780751999405,1.186169448871965,0.47678288342193187
HPV,32-47,0,2,517,227,126,53,391,174,0.8873208929876231,0.6524009468421,1.2068320423865229,0.44612959957477405
HPV,32-47,0,3,517,245,126,57,391,188,0.8833735167634086,0.6567806387540781,1.1881421650907438,0.4122014157916465
HPV,32-47,0,4,517,261,126,60,391,201,0.8696322330532298,0.6517743932618377,1.1603098074786349,0.3424135844852838
HPV,32-47,0,5,517,275,126,66,391,209,0.9239721162870974,0.7005713031497456,1.218611821291766,0.5755193170266928
HPV,32-47,90,All,462,244,119,63,343,181,1.0184589539700784,0.7645312034984317,1.3567250573624938,0.9005185874443898
HPV,32-47,90,2,462,174,119,46,343,128,1.0357155903229998,0.7394271679049543,1.450726766068738,0.8382627011546034
HPV,32-47,90,3,462,192,119,50,343,142,1.016021194797534,0.7360541297350837,1.4024771094611581,0.9230094545177225
HPV,32-47,90,4,462,208,119,53,343,155,0.9872554131276912,0.7227192090735413,1.348619544787482,0.9357596926630553
HPV,32-47,90,5,462,222,119,59,343,163,1.0512827403185996,0.7804949523313002,1.416018638929848,0.7420719935350188
HPV,32-47,180,All,383,165,101,45,282,120,1.114187895191949,0.7908934848555613,1.5696357215775796,0.5363311466393132
HPV,32-47,180,2,383,95,101,28,282,67,1.2210392354080322,0.785508947207269,1.8980519823568915,0.3749104781650088
HPV,32-47,180,3,383,113,101,32,282,81,1.1541472508734079,0.7664943879898768,1.7378547026181719,0.4923798491849144
HPV,32-47,180,4,383,129,101,35,282,94,1.0871645869580389,0.7374340893292526,1.6027559021724744,0.6730191205849052
HPV,32-47,180,5,383,143,101,41,282,102,1.1832592604026442,0.8234681726221447,1.7002508704985022,0.36291459703795226
HPV,32-47,270,All,330,113,82,27,248,86,0.948861473796349,0.6157005367930772,1.4622987031072903,0.8119712587459152
HPV,32-47,270,2,330,43,82,10,248,33,0.9072921557416266,0.44716465669667965,1.8408857756141181,0.7875356805653141
HPV,32-47,270,3,330,61,82,14,248,47,0.8852341148077554,0.4873837071646282,1.6078490653253885,0.6888974057923958
HPV,32-47,270,4,330,77,82,17,248,60,0.8382495687259158,0.4891979350310762,1.436355898404492,0.5207851972229955
HPV,32-47,270,5,330,91,82,23,248,68,1.0115637753643292,0.6304345474255778,1.6231046915304557,0.9619884941904636
HPV,32-47,365,All,308,98,76,24,232,74,0.9832984986265039,0.6203902604416068,1.5584963192570014,0.9428597546479102
HPV,32-47,365,2,308,28,76,7,232,21,1.0039146633821352,0.4267541705382254,2.3616515571073746,0.9928576794819154
HPV,32-47,365,3,308,46,76,11,232,35,0.9350804256896463,0.4748965483082249,1.841191319715445,0.8460387449154858
HPV,32-47,365,4,308,62,76,14,232,48,0.8626954839703534,0.47564842990287837,1.564692430951171,0.6268204106320727
HPV,32-47,365,5,308,76,76,20,232,56,1.070204466171824,0.6422343888878852,1.783363860968927,0.7945374861084731
HPV,33-48,0,All,489,273,116,61,373,212,0.8893283769679784,0.6689084907515561,1.182381406448994,0.41959212969097825
HPV,33-48,0,2,489,209,116,48,373,161,0.9173409544043735,0.6645576132223523,1.2662776106756706,0.5998779816519404
HPV,33-48,0,3,489,226,116,51,373,175,0.89743330707984,0.65695569348505,1.2259373784916994,0.4965102111906232
HPV,33-48,0,4,489,241,116,53,373,188,0.8674353976293377,0.6395027309881851,1.1766082185413977,0.3605326611428673
HPV,33-48,0,5,489,252,116,57,373,195,0.9007774415314383,0.670556798811848,1.2100391802896255,0.4877241048089661
HPV,33-48,90,All,434,220,109,54,325,166,1.0024559310036836,0.7373772308370844,1.362827399028392,0.9875097872462161
HPV,33-48,90,2,434,156,109,41,325,115,1.0907308683554393,0.763606178880461,1.557993976590977,0.6330681757407794
HPV,33-48,90,3,434,173,109,44,325,129,1.04520124387881,0.7422968474735266,1.4717099283447688,0.800110171228785
HPV,33-48,90,4,434,188,109,46,325,142,0.9920362437248993,0.7113850856514332,1.3834081269255312,0.9624130538287461
HPV,33-48,90,5,434,199,109,50,325,149,1.0298822545256083,0.7475737758200457,1.4187997124742227,0.8570418966914789
HPV,33-48,180,All,361,147,90,35,271,112,0.9786042783778659,0.6694829652392167,1.4304566111212025,0.9110884260275995
HPV,33-48,180,2,361,83,90,22,271,61,1.1279172732972844,0.6927362974777884,1.8364814721480254,0.6283989346393641
HPV,33-48,180,3,361,100,90,25,271,75,1.0415127745719912,0.6623228843300921,1.6377946244358124,0.8602063225594337
HPV,33-48,180,4,361,115,90,27,271,88,0.9552158261921835,0.6206089857245691,1.4702289132064905,0.835036841183238
HPV,33-48,180,5,361,126,90,31,271,95,1.0179717139745823,0.6786598980475737,1.526930371801204,0.9313814998834099
HPV,33-48,270,All,315,102,74,20,241,82,0.7693588802991694,0.4718511911356012,1.2544486435874798,0.2931833589078431
HPV,33-48,270,2,315,38,74,7,241,31,0.7191393885293818,0.3166654956949148,1.6331474921178726,0.4307770858657165
HPV,33-48,270,3,315,55,74,10,241,45,0.7025696730474313,0.3540729838509367,1.3940745778383923,0.3126302141864141
HPV,33-48,270,4,315,70,74,12,241,58,0.6485881032720882,0.3483411160668139,1.2076281216983829,0.17220693284420552
HPV,33-48,270,5,315,81,74,16,241,65,0.773360766845035,0.4475197815274614,1.3364479077411235,0.3571182592306288
HPV,33-48,365,All,295,88,70,19,225,69,0.8672296732418162,0.5218525359663263,1.4411874127591429,0.5825226678573041
HPV,33-48,365,2,295,24,70,6,225,18,1.061192714479406,0.4212276480819176,2.6734474396257286,0.8997402139507095
HPV,33-48,365,3,295,41,70,9,225,32,0.8867945675821606,0.42329170838097036,1.857831347798224,0.7501765270141993
HPV,33-48,365,4,295,56,70,11,225,45,0.763182805715311,0.39473408274295296,1.4755452351419545,0.42171264657252916
HPV,33-48,365,5,295,67,70,15,225,52,0.9036195633807074,0.5087344117793683,1.6050188397290062,0.7295141907814744
